學年度,洲別,國別,學位生_正式修讀學位外國生[人],學位生_僑生(含港澳)[人],學位生_正式修讀學位陸生[人],非學位生_外國交換生[人],非學位生_外國短期研習及個人選讀[人],非學位生_大專附設華語文中心學生[人],非學位生_大陸研修生[人],非學位生_海青班[人],境外專班[人]
103,亞洲,中國大陸,0,0,5881,0,0,377,27030,0,0
103,亞洲,馬來西亞,3671,6254,0,35,839,85,0,2402,99
103,亞洲,香港,0,5814,0,193,220,59,0,0,0
103,亞洲,日本,698,177,0,494,1423,3024,0,0,0
103,亞洲,澳門,0,4693,0,10,3,17,0,0,0
103,亞洲,越南,2450,291,0,11,41,922,0,0,290
103,亞洲,南韓,511,186,0,708,248,1933,0,1,0
103,亞洲,印尼,1374,971,0,35,134,976,0,69,0
103,亞洲,泰國,548,268,0,108,150,461,0,0,0
103,亞洲,印度,646,3,0,26,85,97,0,0,0
103,亞洲,蒙古,571,0,0,21,3,210,0,0,0
103,亞洲,新加坡,100,99,0,107,340,32,0,0,10
103,亞洲,菲律賓,138,33,0,18,85,292,0,0,0
103,亞洲,緬甸,5,407,0,1,2,42,0,31,0
103,亞洲,俄羅斯,155,1,0,32,13,192,0,0,0
103,亞洲,土耳其,45,0,0,9,2,69,0,0,0
103,亞洲,伊朗,44,0,0,0,2,8,0,0,0
103,亞洲,尼泊爾,29,0,0,0,8,16,0,0,0
103,亞洲,約旦,30,3,0,0,0,6,0,0,0
103,亞洲,以色列,13,0,0,0,5,19,0,0,0
103,亞洲,巴基斯坦,19,2,0,0,2,0,0,0,0
103,亞洲,汶萊,4,12,0,0,2,2,0,3,0
103,亞洲,伊拉克,15,0,0,0,1,3,0,0,0
103,亞洲,哈薩克,7,0,0,0,5,7,0,0,0
103,亞洲,孟加拉,12,1,0,0,0,3,0,0,0
103,亞洲,斯里蘭卡,14,1,0,0,0,1,0,0,0
103,亞洲,不丹,1,0,0,0,0,11,0,0,0
103,亞洲,塔吉克,5,0,0,0,0,6,0,0,0
103,亞洲,烏茲別克,2,0,0,0,0,7,0,0,0
103,亞洲,沙烏地阿拉伯,2,2,0,0,0,2,0,0,0
103,亞洲,寮國,1,3,0,0,0,1,0,0,0
103,亞洲,柬埔寨,1,1,0,0,1,1,0,0,0
103,亞洲,葉門,0,3,0,0,1,0,0,0,0
103,亞洲,吉爾吉斯,4,0,0,0,0,0,0,0,0
103,亞洲,亞美尼亞,1,0,0,0,0,3,0,0,0
103,亞洲,黎巴嫩,1,1,0,0,0,1,0,0,0
103,亞洲,巴林,0,1,0,0,0,1,0,0,0
103,亞洲,科威特,0,1,0,0,0,1,0,0,0
103,亞洲,阿拉伯聯合大公國,0,1,0,0,1,0,0,0,0
103,亞洲,土庫曼,2,0,0,0,0,0,0,0,0
103,亞洲,阿曼,0,0,0,0,0,1,0,0,0
103,亞洲,敘利亞,1,0,0,0,0,0,0,0,0
103,亞洲,喬治亞,1,0,0,0,0,0,0,0,0
103,亞洲,亞塞拜然,1,0,0,0,0,0,0,0,0
103,大洋洲,澳大利亞,19,16,0,34,48,254,0,0,0
103,大洋洲,紐西蘭,9,25,0,1,5,42,0,0,0
103,大洋洲,索羅門群島,52,0,0,0,0,27,0,0,0
103,大洋洲,吉里巴斯,34,0,0,0,0,27,0,0,0
103,大洋洲,吐瓦魯,27,0,0,0,0,16,0,0,0
103,大洋洲,帛琉,24,2,0,0,0,12,0,0,0
103,大洋洲,馬紹爾群島共和國,18,0,0,0,0,9,0,0,0
103,大洋洲,諾魯,9,0,0,0,0,11,0,0,0
103,大洋洲,巴布亞紐幾內亞,2,1,0,0,0,2,0,0,0
103,大洋洲,斐濟,0,2,0,0,0,1,0,0,0
103,非洲,史瓦濟蘭,164,3,0,0,0,44,0,0,0
103,非洲,甘比亞,167,1,0,0,1,20,0,0,0
103,非洲,南非,36,76,0,0,4,57,0,0,0
103,非洲,布吉納法索,61,0,0,0,0,50,0,0,0
103,非洲,聖多美普林西比,42,0,0,0,0,26,0,0,0
103,非洲,衣索比亞,52,0,0,0,0,0,0,0,0
103,非洲,奈及利亞,21,0,0,0,1,3,0,0,0
103,非洲,肯亞,20,1,0,0,0,3,0,0,0
103,非洲,埃及,18,1,0,0,2,2,0,0,0
103,非洲,馬拉威,15,3,0,0,0,1,0,0,0
103,非洲,摩洛哥,0,0,0,4,10,5,0,0,0
103,非洲,剛果,6,0,0,0,0,2,0,0,0
103,非洲,莫三比克,4,0,0,0,0,4,0,0,0
103,非洲,突尼西亞,0,0,0,0,4,4,0,0,0
103,非洲,象牙海岸,1,3,0,0,0,3,0,0,0
103,非洲,模里西斯,0,6,0,0,0,0,0,0,0
103,非洲,辛巴威,4,0,0,0,0,2,0,0,0
103,非洲,喀麥隆,3,0,0,1,0,1,0,0,0
103,非洲,坦尚尼亞,4,0,0,0,0,0,0,0,0
103,非洲,多哥,1,0,0,0,0,3,0,0,0
103,非洲,納米比亞,0,2,0,0,0,2,0,0,0
103,非洲,阿爾及利亞,1,0,0,0,0,2,0,0,0
103,非洲,塞內加爾,1,0,0,0,1,1,0,0,0
103,非洲,蘇丹,2,0,0,0,0,1,0,0,0
103,非洲,貝南,1,0,0,0,0,1,0,0,0
103,非洲,盧安達,1,0,0,0,0,1,0,0,0
103,非洲,烏干達,1,0,0,0,0,1,0,0,0
103,非洲,南蘇丹共和國,0,0,0,0,0,2,0,0,0
103,非洲,葛摩聯盟,0,1,0,0,0,0,0,0,0
103,非洲,迦納,0,0,0,0,1,0,0,0,0
103,非洲,利比亞,1,0,0,0,0,0,0,0,0
103,歐洲,法國,104,1,0,505,100,847,0,0,0
103,歐洲,德國,79,3,0,350,142,526,0,0,0
103,歐洲,荷蘭,18,2,0,154,33,155,0,0,0
103,歐洲,英國,43,4,0,13,37,259,0,0,0
103,歐洲,西班牙,35,5,0,73,15,173,0,0,0
103,歐洲,義大利,23,1,0,78,12,149,0,0,0
103,歐洲,捷克,31,0,0,84,35,81,0,0,0
103,歐洲,波蘭,39,0,0,25,65,71,0,0,0
103,歐洲,瑞典,9,1,0,103,8,77,0,0,0
103,歐洲,比利時,7,1,0,58,9,75,0,0,0
103,歐洲,瑞士,14,0,0,29,8,84,0,0,0
103,歐洲,奧地利,14,0,0,34,16,63,0,0,0
103,歐洲,芬蘭,3,0,0,49,4,46,0,0,0
103,歐洲,丹麥,7,0,0,29,5,35,0,0,0
103,歐洲,烏克蘭,38,0,0,3,2,24,0,0,0
103,歐洲,匈牙利,27,0,0,1,5,26,0,0,0
103,歐洲,斯洛伐克,19,0,0,7,5,28,0,0,0
103,歐洲,愛爾蘭,2,0,0,8,0,38,0,0,0
103,歐洲,挪威,5,0,0,15,1,19,0,0,0
103,歐洲,葡萄牙,5,1,0,4,2,20,0,0,0
103,歐洲,立陶宛,5,0,0,10,0,17,0,0,0
103,歐洲,克羅埃西亞,8,0,0,2,2,10,0,0,0
103,歐洲,斯洛維尼亞,5,0,0,0,7,9,0,0,0
103,歐洲,白俄羅斯,10,0,0,2,0,7,0,0,0
103,歐洲,保加利亞,4,0,0,3,3,7,0,0,0
103,歐洲,羅馬尼亞,4,0,0,2,0,5,0,0,0
103,歐洲,拉脫維亞,5,0,0,0,0,6,0,0,0
103,歐洲,希臘,2,0,0,0,0,8,0,0,0
103,歐洲,盧森堡,1,0,0,0,3,4,0,0,0
103,歐洲,愛沙尼亞,2,0,0,0,0,6,0,0,0
103,歐洲,馬其頓,2,0,0,0,0,2,0,0,0
103,歐洲,波士尼亞與赫塞哥維納,3,0,0,0,0,1,0,0,0
103,歐洲,冰島,0,0,0,0,0,2,0,0,0
103,歐洲,塞爾維亞共和國,1,0,0,0,1,0,0,0,0
103,歐洲,摩納哥,0,0,0,0,0,1,0,0,0
103,美洲,美國,419,259,0,182,467,1998,0,3,0
103,美洲,加拿大,77,205,0,57,46,283,0,0,0
103,美洲,宏都拉斯,156,2,0,0,13,62,0,0,0
103,美洲,巴拉圭,80,46,0,0,0,52,0,0,0
103,美洲,墨西哥,43,13,0,3,6,97,0,0,0
103,美洲,尼加拉瓜,101,13,0,0,0,46,0,0,0
103,美洲,貝里斯,95,27,0,0,0,36,0,1,0
103,美洲,薩爾瓦多,94,8,0,0,0,47,0,0,0
103,美洲,巴拿馬,83,5,0,0,0,55,0,0,0
103,美洲,巴西,17,42,0,7,5,72,0,0,0
103,美洲,瓜地馬拉,77,10,0,0,3,44,0,0,0
103,美洲,多明尼加,27,22,0,0,0,79,0,0,0
103,美洲,海地,66,0,0,1,0,46,0,0,0
103,美洲,聖露西亞,60,4,0,0,0,32,0,0,0
103,美洲,厄瓜多,27,16,0,1,0,30,0,0,0
103,美洲,聖文森,38,0,0,0,0,20,0,0,0
103,美洲,秘魯,20,8,0,0,0,25,0,0,0
103,美洲,哥倫比亞,16,0,0,2,0,33,0,0,0
103,美洲,聖克里斯多福,26,0,0,0,0,20,0,0,0
103,美洲,阿根廷,6,29,0,0,2,7,0,0,0
103,美洲,智利,8,11,0,1,0,18,0,0,0
103,美洲,哥斯大黎加,3,12,0,0,0,4,0,0,0
103,美洲,玻利維亞,3,5,0,0,1,3,0,0,0
103,美洲,委內瑞拉,2,4,0,0,0,6,0,0,0
103,美洲,巴貝多,2,0,0,0,0,0,0,0,0
103,美洲,巴哈馬,0,0,0,0,1,0,0,0,0
103,美洲,古巴,0,0,0,0,1,0,0,0,0
103,美洲,多米尼克,0,1,0,0,0,0,0,0,0
103,美洲,烏拉圭,0,1,0,0,0,0,0,0,0
104,亞洲,中國大陸,0,0,7813,0,0,24,34114,0,0
104,亞洲,馬來西亞,4465,7053,0,38,848,247,0,2291,112
104,亞洲,香港,0,7333,0,188,205,507,0,0,0
104,亞洲,日本,791,175,0,499,1554,3436,0,0,0
104,亞洲,澳門,0,5001,0,21,12,118,0,0,0
104,亞洲,印尼,1623,1101,0,68,162,1442,0,58,0
104,亞洲,越南,2586,307,0,50,47,1096,0,0,373
104,亞洲,南韓,596,196,0,781,417,2070,0,2,0
104,亞洲,泰國,506,260,0,129,241,455,0,0,0
104,亞洲,印度,803,1,0,32,99,228,0,0,0
104,亞洲,蒙古,607,0,0,6,5,192,0,0,0
104,亞洲,新加坡,101,89,0,116,240,110,0,0,7
104,亞洲,緬甸,9,454,0,0,5,71,0,38,0
104,亞洲,菲律賓,139,34,0,22,119,256,0,0,0
104,亞洲,俄羅斯,146,1,0,39,6,205,0,0,0
104,亞洲,土耳其,56,0,0,7,4,83,0,0,0
104,亞洲,約旦,30,5,0,0,0,37,0,0,0
104,亞洲,伊朗,47,0,0,0,5,13,0,0,0
104,亞洲,尼泊爾,34,0,0,0,2,12,0,0,0
104,亞洲,以色列,13,0,0,7,3,23,0,0,0
104,亞洲,巴基斯坦,35,1,0,0,5,1,0,0,0
104,亞洲,汶萊,5,13,0,6,4,0,0,5,0
104,亞洲,斯里蘭卡,16,1,0,0,0,1,0,0,0
104,亞洲,伊拉克,10,0,0,0,0,6,0,0,0
104,亞洲,孟加拉,14,1,0,0,0,0,0,0,0
104,亞洲,不丹,1,0,0,0,0,14,0,0,0
104,亞洲,哈薩克,7,0,0,0,1,3,0,0,0
104,亞洲,烏茲別克,3,0,0,0,1,7,0,0,0
104,亞洲,塔吉克,6,0,0,0,0,2,0,0,0
104,亞洲,阿拉伯聯合大公國,0,2,0,0,2,2,0,0,0
104,亞洲,葉門,1,3,0,0,0,2,0,0,0
104,亞洲,吉爾吉斯,6,0,0,0,0,0,0,0,0
104,亞洲,巴林,1,1,0,0,3,0,0,0,0
104,亞洲,柬埔寨,2,1,0,0,1,0,0,0,0
104,亞洲,寮國,2,2,0,0,0,0,0,0,0
104,亞洲,黎巴嫩,1,1,0,0,1,1,0,0,0
104,亞洲,沙烏地阿拉伯,2,2,0,0,0,0,0,0,0
104,亞洲,敘利亞,1,0,0,0,0,2,0,0,0
104,亞洲,亞美尼亞,0,0,0,0,0,3,0,0,0
104,亞洲,科威特,0,1,0,0,0,1,0,0,0
104,亞洲,巴勒斯坦,0,0,0,0,0,2,0,0,0
104,亞洲,土庫曼,2,0,0,0,0,0,0,0,0
104,亞洲,亞塞拜然,0,0,0,0,0,1,0,0,0
104,亞洲,摩爾多瓦,1,0,0,0,0,0,0,0,0
104,大洋洲,澳大利亞,16,15,0,24,58,294,0,0,0
104,大洋洲,紐西蘭,6,25,0,6,13,66,0,0,0
104,大洋洲,索羅門群島,64,0,0,0,0,50,0,0,0
104,大洋洲,吉里巴斯,42,0,0,0,0,29,0,0,0
104,大洋洲,馬紹爾群島共和國,20,0,0,0,0,33,0,0,0
104,大洋洲,吐瓦魯,29,0,0,0,0,18,0,0,0
104,大洋洲,帛琉,25,3,0,0,0,12,0,0,0
104,大洋洲,諾魯,8,0,0,0,0,13,0,0,0
104,大洋洲,巴布亞紐幾內亞,3,2,0,0,0,0,0,0,0
104,大洋洲,斐濟,0,1,0,0,0,0,0,0,0
104,大洋洲,密克羅尼西亞,1,0,0,0,0,0,0,0,0
104,非洲,史瓦濟蘭,191,1,0,0,0,145,0,0,0
104,非洲,南非,38,68,0,0,1,81,0,0,0
104,非洲,甘比亞,139,0,0,0,0,46,0,0,0
104,非洲,布吉納法索,75,0,0,0,0,63,0,0,0
104,非洲,聖多美普林西比,40,0,0,0,0,22,0,0,0
104,非洲,衣索比亞,59,0,0,0,0,1,0,0,0
104,非洲,奈及利亞,24,0,0,1,0,3,0,0,0
104,非洲,馬拉威,21,3,0,0,0,2,0,0,0
104,非洲,埃及,17,1,0,0,2,5,0,0,0
104,非洲,肯亞,18,1,0,0,0,2,0,0,0
104,非洲,摩洛哥,1,0,0,5,6,7,0,0,0
104,非洲,剛果,5,0,0,0,0,2,0,0,0
104,非洲,辛巴威,5,0,0,0,0,2,0,0,0
104,非洲,喀麥隆,4,0,0,0,0,2,0,0,0
104,非洲,象牙海岸,1,3,0,0,0,1,0,0,0
104,非洲,坦尚尼亞,5,0,0,0,0,0,0,0,0
104,非洲,模里西斯,0,4,0,0,0,0,0,0,0
104,非洲,莫三比克,3,0,0,0,0,1,0,0,0
104,非洲,波札那,1,0,0,0,0,2,0,0,0
104,非洲,蘇丹,2,0,0,0,0,1,0,0,0
104,非洲,多哥,1,0,0,0,0,2,0,0,0
104,非洲,突尼西亞,1,0,0,0,1,1,0,0,0
104,非洲,貝南,1,0,0,0,0,1,0,0,0
104,非洲,查德,0,0,0,0,0,2,0,0,0
104,非洲,獅子山共和國,1,0,0,0,0,1,0,0,0
104,非洲,烏干達,1,0,0,0,0,1,0,0,0
104,非洲,尚比亞,0,0,0,0,0,2,0,0,0
104,非洲,納米比亞,0,1,0,0,0,1,0,0,0
104,非洲,阿爾及利亞,0,0,0,1,0,0,0,0,0
104,非洲,加彭,0,0,0,1,0,0,0,0,0
104,非洲,迦納,1,0,0,0,0,0,0,0,0
104,非洲,賴比瑞亞,1,0,0,0,0,0,0,0,0
104,非洲,利比亞,1,0,0,0,0,0,0,0,0
104,非洲,馬達加斯加,0,0,0,0,1,0,0,0,0
104,非洲,盧安達,1,0,0,0,0,0,0,0,0
104,非洲,塞內加爾,1,0,0,0,0,0,0,0,0
104,非洲,索馬利亞民主共和國,0,0,0,0,0,1,0,0,0
104,歐洲,法國,108,3,0,545,148,829,0,0,0
104,歐洲,德國,86,3,0,424,169,437,0,0,0
104,歐洲,英國,55,4,0,19,61,313,0,0,0
104,歐洲,荷蘭,18,1,0,165,71,143,0,0,0
104,歐洲,西班牙,37,2,0,103,22,196,0,0,0
104,歐洲,義大利,24,1,0,87,14,154,0,0,0
104,歐洲,捷克,33,0,0,88,24,92,0,0,0
104,歐洲,瑞典,12,2,0,116,8,98,0,0,0
104,歐洲,波蘭,43,0,0,34,38,75,0,0,0
104,歐洲,奧地利,33,0,0,45,11,89,0,0,0
104,歐洲,瑞士,13,1,0,24,11,111,0,0,0
104,歐洲,比利時,6,1,0,60,7,77,0,0,0
104,歐洲,羅馬尼亞,4,0,0,1,2,92,0,0,0
104,歐洲,芬蘭,8,0,0,43,0,36,0,0,0
104,歐洲,烏克蘭,38,0,0,1,2,37,0,0,0
104,歐洲,匈牙利,27,1,0,1,5,39,0,0,0
104,歐洲,丹麥,7,0,0,25,14,21,0,0,0
104,歐洲,挪威,3,0,0,18,10,23,0,0,0
104,歐洲,斯洛伐克,15,0,0,7,6,24,0,0,0
104,歐洲,愛爾蘭,5,0,0,3,2,41,0,0,0
104,歐洲,葡萄牙,6,0,0,9,3,21,0,0,0
104,歐洲,立陶宛,5,0,0,14,1,15,0,0,0
104,歐洲,克羅埃西亞,8,0,0,1,0,9,0,0,0
104,歐洲,保加利亞,4,0,0,2,1,10,0,0,0
104,歐洲,斯洛維尼亞,4,0,0,3,3,6,0,0,0
104,歐洲,白俄羅斯,10,0,0,1,0,4,0,0,0
104,歐洲,希臘,3,0,0,2,3,5,0,0,0
104,歐洲,拉脫維亞,4,0,0,2,0,7,0,0,0
104,歐洲,愛沙尼亞,4,0,0,1,0,4,0,0,0
104,歐洲,盧森堡,1,0,0,1,0,4,0,0,0
104,歐洲,塞爾維亞共和國,1,0,0,0,0,5,0,0,0
104,歐洲,波士尼亞與赫塞哥維納,3,0,0,0,0,0,0,0,0
104,歐洲,冰島,0,0,0,0,0,2,0,0,0
104,歐洲,馬爾他,0,0,0,0,0,2,0,0,0
104,歐洲,摩納哥,0,0,0,0,1,1,0,0,0
104,歐洲,馬其頓,2,0,0,0,0,0,0,0,0
104,歐洲,科索沃共和國,1,0,0,0,0,0,0,0,0
104,美洲,美國,433,256,0,142,707,2462,0,3,0
104,美洲,加拿大,82,186,0,68,147,358,0,0,0
104,美洲,宏都拉斯,159,2,0,1,0,93,0,0,0
104,美洲,巴西,17,40,0,6,9,149,0,0,0
104,美洲,墨西哥,42,11,0,14,5,143,0,0,0
104,美洲,巴拿馬,94,4,0,0,0,90,0,0,0
104,美洲,貝里斯,105,25,0,0,0,52,0,2,0
104,美洲,巴拉圭,73,38,0,0,0,63,0,0,0
104,美洲,尼加拉瓜,96,12,0,0,0,62,0,0,0
104,美洲,薩爾瓦多,95,6,0,0,0,57,0,0,0
104,美洲,瓜地馬拉,70,8,0,0,1,69,0,0,0
104,美洲,聖露西亞,62,0,0,0,0,57,0,0,0
104,美洲,海地,69,0,0,0,0,41,0,0,0
104,美洲,多明尼加,30,22,0,0,0,57,0,0,0
104,美洲,聖文森,44,0,0,0,0,53,0,0,0
104,美洲,阿根廷,7,23,0,0,1,52,0,0,0
104,美洲,厄瓜多,31,16,0,0,0,29,0,0,0
104,美洲,秘魯,24,6,0,0,1,40,0,0,0
104,美洲,哥倫比亞,26,0,0,2,2,36,0,0,0
104,美洲,聖克里斯多福,38,0,0,0,0,22,0,0,0
104,美洲,智利,9,7,0,0,1,19,0,0,0
104,美洲,哥斯大黎加,3,10,0,0,0,9,0,0,0
104,美洲,委內瑞拉,4,4,0,1,0,10,0,0,0
104,美洲,玻利維亞,4,2,0,0,0,6,0,0,0
104,美洲,烏拉圭,1,0,0,0,0,2,0,0,0
104,美洲,巴貝多,2,0,0,0,0,0,0,0,0
104,美洲,千里達,0,0,0,0,1,1,0,0,0
104,美洲,多米尼克,0,1,0,0,0,1,0,0,0
104,美洲,古巴,0,0,0,0,0,1,0,0,0
104,美洲,牙買加,0,0,0,0,0,1,0,0,0
105,亞洲,中國大陸,0,0,9327,0,0,6,32648,0,0
105,亞洲,馬來西亞,5044,7645,0,53,946,261,0,2215,147
105,亞洲,香港,0,8190,0,149,242,79,0,0,0
105,亞洲,日本,931,177,0,561,1486,4387,0,0,0
105,亞洲,澳門,0,5259,0,19,5,3,0,0,0
105,亞洲,印尼,1923,1208,0,113,197,1626,0,87,0
105,亞洲,越南,2807,358,0,34,277,1512,0,0,354
105,亞洲,南韓,668,188,0,708,441,2568,0,2,0
105,亞洲,泰國,544,240,0,146,246,595,0,0,0
105,亞洲,印度,933,0,0,27,87,246,0,0,0
105,亞洲,蒙古,670,0,0,3,8,152,0,0,0
105,亞洲,新加坡,107,89,0,127,396,78,0,0,0
105,亞洲,緬甸,73,494,0,0,73,48,0,25,0
105,亞洲,菲律賓,180,32,0,25,155,305,0,0,0
105,亞洲,俄羅斯,133,1,0,29,19,191,0,0,0
105,亞洲,土耳其,65,0,0,13,4,110,0,0,0
105,亞洲,伊朗,46,0,0,0,1,15,0,0,0
105,亞洲,約旦,29,5,0,0,1,27,0,0,0
105,亞洲,以色列,9,0,0,6,3,38,0,0,0
105,亞洲,尼泊爾,32,0,0,0,2,12,0,0,0
105,亞洲,巴基斯坦,34,0,0,0,6,4,0,0,0
105,亞洲,汶萊,6,16,0,3,4,0,0,5,0
105,亞洲,孟加拉,17,0,0,0,1,1,0,0,0
105,亞洲,伊拉克,13,0,0,0,0,6,0,0,0
105,亞洲,斯里蘭卡,13,1,0,0,1,4,0,0,0
105,亞洲,哈薩克,9,0,0,0,1,8,0,0,0
105,亞洲,吉爾吉斯,5,0,0,0,0,7,0,0,0
105,亞洲,烏茲別克,6,0,0,0,1,5,0,0,0
105,亞洲,柬埔寨,8,0,0,0,2,1,0,0,0
105,亞洲,不丹,1,0,0,0,0,8,0,0,0
105,亞洲,寮國,2,3,0,1,2,1,0,0,0
105,亞洲,葉門,2,2,0,0,0,3,0,0,0
105,亞洲,塔吉克,6,0,0,0,0,1,0,0,0
105,亞洲,巴勒斯坦,2,0,0,0,1,2,0,0,0
105,亞洲,亞美尼亞,0,0,0,1,1,2,0,0,0
105,亞洲,黎巴嫩,1,1,0,0,0,1,0,0,0
105,亞洲,沙烏地阿拉伯,0,1,0,0,0,2,0,0,0
105,亞洲,敘利亞,3,0,0,0,0,0,0,0,0
105,亞洲,土庫曼,3,0,0,0,0,0,0,0,0
105,亞洲,阿拉伯聯合大公國,0,2,0,0,0,0,0,0,0
105,亞洲,亞塞拜然,1,0,0,0,0,1,0,0,0
105,亞洲,巴林,0,1,0,0,0,0,0,0,0
105,亞洲,科威特,0,1,0,0,0,0,0,0,0
105,亞洲,摩爾多瓦,1,0,0,0,0,0,0,0,0
105,大洋洲,澳大利亞,30,12,0,32,158,223,0,0,0
105,大洋洲,索羅門群島,77,0,0,0,0,31,0,0,0
105,大洋洲,紐西蘭,6,24,0,6,2,57,0,0,0
105,大洋洲,吉里巴斯,45,0,0,0,0,27,0,0,0
105,大洋洲,帛琉,28,0,0,0,0,20,0,0,0
105,大洋洲,吐瓦魯,30,0,0,0,0,13,0,0,0
105,大洋洲,馬紹爾群島共和國,21,0,0,0,0,15,0,0,0
105,大洋洲,諾魯,12,1,0,0,0,12,0,0,0
105,大洋洲,巴布亞紐幾內亞,16,2,0,0,0,3,0,0,0
105,大洋洲,斐濟,0,3,0,0,2,0,0,0,0
105,非洲,史瓦濟蘭,210,2,0,0,0,76,0,0,0
105,非洲,甘比亞,139,0,0,0,0,20,0,0,0
105,非洲,布吉納法索,87,0,0,0,0,67,0,0,0
105,非洲,南非,36,61,0,0,1,48,0,0,0
105,非洲,衣索比亞,110,0,0,0,0,0,0,0,0
105,非洲,聖多美普林西比,44,0,0,0,0,24,0,0,0
105,非洲,馬拉威,42,2,0,0,0,4,0,0,0
105,非洲,埃及,16,1,0,0,2,16,0,0,0
105,非洲,奈及利亞,24,1,0,0,2,6,0,0,0
105,非洲,肯亞,16,0,0,1,0,4,0,0,0
105,非洲,摩洛哥,2,0,0,3,3,8,0,0,0
105,非洲,辛巴威,6,0,0,0,0,4,0,0,0
105,非洲,突尼西亞,1,0,0,2,2,3,0,0,0
105,非洲,烏干達,3,0,0,0,0,5,0,0,0
105,非洲,尚比亞,3,0,0,0,0,5,0,0,0
105,非洲,阿爾及利亞,1,0,0,1,1,3,0,0,0
105,非洲,象牙海岸,1,2,0,1,0,2,0,0,0
105,非洲,坦尚尼亞,6,0,0,0,0,0,0,0,0
105,非洲,查德,0,0,0,0,0,5,0,0,0
105,非洲,貝南,1,0,0,0,0,3,0,0,0
105,非洲,喀麥隆,4,0,0,0,0,0,0,0,0
105,非洲,剛果,3,0,0,0,0,1,0,0,0
105,非洲,模里西斯,1,1,0,0,1,1,0,0,0
105,非洲,塞內加爾,1,0,0,0,0,3,0,0,0
105,非洲,莫三比克,2,0,0,0,0,1,0,0,0
105,非洲,蘇丹,2,0,0,0,0,1,0,0,0
105,非洲,多哥,0,0,0,0,0,3,0,0,0
105,非洲,剛果民主共和國,1,0,0,0,0,2,0,0,0
105,非洲,索馬利蘭共和國,1,0,0,0,0,2,0,0,0
105,非洲,加彭,0,0,0,0,2,0,0,0,0
105,非洲,利比亞,1,0,0,0,0,1,0,0,0
105,非洲,盧安達,1,0,0,0,1,0,0,0,0
105,非洲,獅子山共和國,1,0,0,0,0,1,0,0,0
105,非洲,納米比亞,1,0,0,0,0,1,0,0,0
105,非洲,波札那,1,0,0,0,0,0,0,0,0
105,非洲,幾內亞,0,0,0,0,0,1,0,0,0
105,非洲,賴比瑞亞,1,0,0,0,0,0,0,0,0
105,非洲,馬達加斯加,0,0,0,0,0,1,0,0,0
105,非洲,茅利塔尼亞,0,0,0,0,0,1,0,0,0
105,非洲,尼日,0,0,0,0,0,1,0,0,0
105,歐洲,法國,128,3,0,568,169,813,0,0,0
105,歐洲,德國,108,0,0,431,136,473,0,0,0
105,歐洲,英國,72,3,0,39,40,288,0,0,0
105,歐洲,荷蘭,25,0,0,178,31,156,0,0,0
105,歐洲,西班牙,39,1,0,107,33,190,0,0,0
105,歐洲,義大利,29,1,0,99,22,178,0,0,0
105,歐洲,捷克,32,0,0,91,46,106,0,0,0
105,歐洲,波蘭,52,0,0,52,21,99,0,0,0
105,歐洲,瑞典,12,2,0,107,9,79,0,0,0
105,歐洲,奧地利,34,0,0,54,46,71,0,0,0
105,歐洲,比利時,12,0,0,64,8,78,0,0,0
105,歐洲,瑞士,8,1,0,36,6,72,0,0,0
105,歐洲,芬蘭,9,0,0,54,1,44,0,0,0
105,歐洲,匈牙利,30,2,0,2,6,47,0,0,0
105,歐洲,丹麥,6,0,0,26,4,35,0,0,0
105,歐洲,烏克蘭,32,0,0,1,3,35,0,0,0
105,歐洲,斯洛伐克,16,0,0,13,10,24,0,0,0
105,歐洲,葡萄牙,15,0,0,17,3,24,0,0,0
105,歐洲,愛爾蘭,6,0,0,8,2,28,0,0,0
105,歐洲,挪威,1,0,0,15,4,23,0,0,0
105,歐洲,立陶宛,2,0,0,10,2,13,0,0,0
105,歐洲,羅馬尼亞,6,0,0,3,0,14,0,0,0
105,歐洲,白俄羅斯,14,0,0,0,0,7,0,0,0
105,歐洲,斯洛維尼亞,2,0,0,2,3,13,0,0,0
105,歐洲,克羅埃西亞,6,0,0,2,1,6,0,0,0
105,歐洲,愛沙尼亞,2,0,0,4,0,9,0,0,0
105,歐洲,拉脫維亞,6,0,0,1,0,7,0,0,0
105,歐洲,希臘,1,0,0,0,3,8,0,0,0
105,歐洲,保加利亞,4,0,0,0,1,5,0,0,0
105,歐洲,塞爾維亞共和國,5,0,0,0,0,3,0,0,0
105,歐洲,盧森堡,1,0,0,2,0,4,0,0,0
105,歐洲,波士尼亞與赫塞哥維納,2,0,0,1,0,1,0,0,0
105,歐洲,馬其頓,2,0,0,0,1,0,0,0,0
105,歐洲,阿爾巴尼亞,0,0,0,0,0,2,0,0,0
105,歐洲,馬爾他,1,0,0,0,0,1,0,0,0
105,歐洲,摩納哥,0,0,0,0,1,1,0,0,0
105,歐洲,冰島,0,0,0,0,0,1,0,0,0
105,歐洲,科索沃共和國,1,0,0,0,0,0,0,0,0
105,美洲,美國,434,222,0,145,403,2495,0,2,0
105,美洲,加拿大,78,174,0,58,52,262,0,0,0
105,美洲,宏都拉斯,169,0,0,1,0,110,0,0,0
105,美洲,巴西,33,31,0,4,4,196,0,0,0
105,美洲,墨西哥,47,8,0,34,6,142,0,0,0
